Player,Nation,Pos,Squad,Comp,Age,MP,Min,TklW,Int,Clr,Blocks,Carries,PrgDist,FinalThird,Ast,KP,CrsPA
Hans Hateboer,nl NED,"DF,MF",Lyon,fr Ligue 1,32-124,14,695,10,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jorrel Hato,nl NED,DF,Chelsea,eng Premier League,20-067,20,1007,18,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ayden Heaven,eng ENG,DF,Manchester Utd,eng Premier League,19-233,17,924,13,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,25-339,34,3030,30,42,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Torbjørn Heggem,no NOR,DF,Bologna,it Serie A,27-121,25,2013,17,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dominique Heintz,de GER,DF,Köln,de Bundesliga,32-271,9,382,1,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Eivind Helland,no NOR,DF,Bologna,it Serie A,21-018,4,314,5,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ramon Hendriks,nl NED,DF,Stuttgart,de Bundesliga,24-299,30,1935,13,22,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,29-079,16,243,5,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rico Henry,jm JAM,DF,Brentford,eng Premier League,28-309,25,1328,11,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Mario Hermoso,es ESP,DF,Roma,it Serie A,30-329,25,1905,19,28,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Lucas Hernández,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,30-088,24,1687,14,21,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Jorge Herrando,es ESP,DF,Osasuna,es La Liga,25-074,27,1533,14,22,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Aaron Hickey,sct SCO,"DF,MF",Brentford,eng Premier League,23-337,20,660,7,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Isak Hien,se SWE,DF,Atalanta,it Serie A,27-120,27,1880,34,27,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,22-243,33,2634,52,37,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
James Hill,eng ENG,DF,Bournemouth,eng Premier League,24-123,27,1926,20,34,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Piero Hincapié,ec ECU,DF,Arsenal,eng Premier League,24-124,23,1683,25,24,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,24-124,1,90,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ki-Jana Hoever,nl NED,"MF,DF",Wolves,eng Premier League,24-115,8,425,11,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Emil Holm,se SWE,DF,Bologna,it Serie A,26-000,11,655,13,7,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Robin Hranáč,cz CZE,DF,Hoffenheim,de Bundesliga,26-104,29,2251,15,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Timo Hübers,de GER,DF,Köln,de Bundesliga,29-297,8,675,9,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dean Huijsen,es ESP,DF,Real Madrid,es La Liga,21-029,26,1923,18,17,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Trai Hume,nir NIR,"DF,MF",Sunderland,eng Premier League,24-056,36,2887,45,24,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Bashir Humphreys,eng ENG,"DF,MF",Burnley,eng Premier League,23-059,18,1479,17,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Elseid Hysaj,al ALB,DF,Lazio,it Serie A,32-082,5,174,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lucas Høgsberg,dk DEN,DF,Strasbourg,fr Ligue 1,19-324,22,1701,9,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Riyad Idrissi,it ITA,"MF,DF",Cagliari,it Serie A,20-334,23,783,15,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jay Idzes,id IDN,DF,Sassuolo,it Serie A,25-345,34,3008,15,37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Iglesias,es ESP,DF,Getafe,es La Liga,27-314,34,2915,68,26,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Igor,br BRA,DF,West Ham United,eng Premier League,28-095,4,105,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ardian Ismajli,al ALB,DF,Torino,it Serie A,29-225,24,1816,13,35,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Hiroki Ito,jp JPN,DF,Bayern Munich,de Bundesliga,27-001,16,920,3,13,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Jairo Izquierdo,es ESP,"DF,FW",Elche,es La Liga,32-203,1,24,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jérémy Jacquet,fr FRA,DF,Rennes,fr Ligue 1,20-304,19,1671,17,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kristijan Jakić,hr CRO,"MF,DF",Augsburg,de Bundesliga,28-364,26,1653,25,17,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Reece James,eng ENG,"DF,MF",Chelsea,eng Premier League,26-156,28,1924,33,32,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Luca Jaquez,ch SUI,DF,Stuttgart,de Bundesliga,22-345,13,880,7,11,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Gaby Jean,fr FRA,DF,Lecce,it Serie A,26-083,5,158,3,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Finn Jeltsch,de GER,DF,Stuttgart,de Bundesliga,19-300,22,1507,14,19,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Moritz Jenz,de GER,DF,Wolfsburg,de Bundesliga,27-013,22,1787,22,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Juan Jesus,br BRA,DF,Napoli,it Serie A,34-337,23,1630,20,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Álex Jiménez,es ESP,"DF,MF",Bournemouth,eng Premier League,21-005,31,2317,45,27,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Álex Jiménez,es ESP,DF,Milan,it Serie A,21-005,1,45,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
David Jiménez,es ESP,DF,Real Madrid,es La Liga,22-060,2,76,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Curtis Jones,eng ENG,"MF,DF",Liverpool,eng Premier League,25-103,32,1757,20,16,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Josan,es ESP,"MF,DF",Elche,es La Liga,36-161,18,560,8,6,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Abdulai Juma Bah,sl SLE,DF,Nice,fr Ligue 1,20-032,26,1958,18,30,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Anthony Jung,de GER,DF,Freiburg,de Bundesliga,34-191,12,526,1,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
James Justin,eng ENG,"DF,MF",Leeds United,eng Premier League,28-079,27,1721,35,24,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,26-049,24,1661,16,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,19-341,1,16,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Christian Kabasele,be BEL,DF,Udinese,it Serie A,35-078,28,2139,12,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,26-218,35,2953,38,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pierre Kalulu,fr FRA,"DF,MF",Juventus,it Serie A,25-342,35,3101,35,24,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Hassane Kamara,ci CIV,"MF,DF",Udinese,it Serie A,32-069,25,1783,20,25,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Noham Kamara,fr FRA,DF,Lyon,fr Ligue 1,19-111,2,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,21-261,1,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Steeve Kango,fr FRA,DF,Lyon,fr Ligue 1,19-155,4,80,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Panos Katseris,gr GRE,"MF,DF",Lorient,fr Ligue 1,24-312,15,657,9,10,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Sota Kawasaki,jp JPN,"MF,DF",Mainz 05,de Bundesliga,24-287,10,309,5,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Michael Kayode,it ITA,DF,Brentford,eng Premier League,21-307,35,3078,45,39,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Michael Keane,eng ENG,DF,Everton,eng Premier League,33-122,31,2411,24,34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,29-234,27,2333,39,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Yannik Keitel,de GER,DF,Augsburg,de Bundesliga,26-087,5,194,4,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Thomas Keller,de GER,DF,Heidenheim,de Bundesliga,26-281,4,188,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,27-219,33,2826,32,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Marc-Oliver Kempf,de GER,DF,Como,it Serie A,31-105,32,2155,8,11,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Milos Kerkez,hu HUN,DF,Liverpool,eng Premier League,22-187,32,2159,26,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,22-073,19,1252,19,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Cassiano Kiala,de GER,DF,Bayern Munich,de Bundesliga,17-122,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kialonda,ao ANG,DF,Lecce,it Serie A,28-228,22,1828,9,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Max Kilman,eng ENG,DF,West Ham United,eng Premier League,28-355,21,1561,8,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,29-344,5,95,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ruben Kluivert,nl NED,DF,Lyon,fr Ligue 1,24-357,15,727,9,8,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Robin Koch,de GER,DF,Eintracht Frankfurt,de Bundesliga,29-300,31,2743,26,46,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Enzo Koffi Vinette,fr FRA,DF,Le Havre,fr Ligue 1,20-070,13,340,10,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Derrick Köhn,gh GHA,"MF,DF",Union Berlin,de Bundesliga,27-098,29,1899,22,8,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Dominik Kohr,de GER,DF,Mainz 05,de Bundesliga,32-102,28,2248,32,42,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,32-327,18,1209,18,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adam Kölle,de GER,DF,Heidenheim,de Bundesliga,20-015,6,93,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Timothée Kolodziejczak,fr FRA,DF,Paris FC,fr Ligue 1,34-224,11,662,6,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,26-353,34,2912,30,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,fr Ligue 1,33-087,10,587,9,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,28-202,33,2945,8,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Teun Koopmeiners,nl NED,"DF,MF",Juventus,it Serie A,28-074,31,1761,13,18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ville Koski,fi FIN,DF,Alavés,es La Liga,24-106,2,12,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,25-129,19,988,14,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Eddy Kouadio,ci CIV,DF,Fiorentina,it Serie A,19-348,3,72,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Koffi Kouao,ci CIV,"DF,MF",Metz,fr Ligue 1,27-358,27,2265,46,28,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Christ-Owen Kouassi,fr FRA,DF,Lecce,it Serie A,23-028,4,228,6,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,22-166,28,2392,23,34,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Seny Koumbassa,fr FRA,DF,Toulouse,fr Ligue 1,18-327,9,444,6,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,27-182,28,2081,24,28,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Hamza Koutoune,ma MAR,DF,Nice,fr Ligue 1,19-238,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Emil Krafth,se SWE,DF,Newcastle United,eng Premier League,31-284,1,45,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tom Krauß,de GER,"MF,DF",Köln,de Bundesliga,24-325,26,1780,43,26,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ladislav Krejčí,cz CZE,"DF,MF",Wolves,eng Premier League,27-023,26,2201,16,30,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,27-023,2,180,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rasmus Kristensen,dk DEN,"DF,MF",Eintracht Frankfurt,de Bundesliga,28-306,21,1459,33,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,24-116,26,2324,15,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,33-256,22,1556,23,31,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Sael Kumbedi,fr FRA,"DF,MF",Wolfsburg,de Bundesliga,21-048,23,1714,31,13,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,21-048,1,65,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marash Kumbulla,al ALB,DF,Mallorca,es La Liga,26-094,8,439,2,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adrián de la Fuente,es ESP,DF,Levante,es La Liga,27-076,31,2531,16,47,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,26-037,33,2935,36,43,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,22-049,10,758,8,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,28-351,28,1949,23,17,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,34-222,30,2611,25,25,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,31-351,23,1878,15,23,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jamaal Lascelles,eng ENG,DF,Newcastle United,eng Premier League,32-183,2,21,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Toni Lato,es ESP,"DF,MF",Mallorca,es La Liga,28-173,11,499,7,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Josh Laurent,eng ENG,"DF,MF",Burnley,eng Premier League,31-007,32,1744,24,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,32-165,21,917,8,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,28-283,5,328,5,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Raphael Le Guen,fr FRA,DF,Brest,fr Ligue 1,19-254,4,195,0,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,29-183,27,1699,16,20,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jordan Lefort,mr MTN,DF,Angers,fr Ligue 1,32-277,33,2970,31,46,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,27-110,22,1873,14,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,27-360,3,162,1,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34-358,34,3050,41,45,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Youssef Lekhedim,es ESP,"DF,MF",Alavés,es La Liga,20-218,24,1290,9,12,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,33-009,10,569,10,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Louis Lemke,de GER,DF,Hamburger SV,de Bundesliga,16-217,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ruben Lendinez,es ESP,DF,Valencia,es La Liga,23-060,1,4,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,30-330,17,1273,8,19,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,31-200,28,1536,15,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,20-110,23,1441,23,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,21-173,10,317,4,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Keane Lewis-Potter,eng ENG,"DF,MF",Brentford,eng Premier League,25-080,34,1794,13,8,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Myles Lewis-Skelly,eng ENG,"MF,DF",Arsenal,eng Premier League,19-229,18,601,5,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29-306,19,1212,13,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26-274,13,1170,13,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Victor Lindelöf,se SWE,"DF,MF",Aston Villa,eng Premier League,31-300,15,831,3,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Pol Lirola,es ESP,"DF,MF",Marseille,fr Ligue 1,28-273,3,34,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Valentino Livramento,eng ENG,DF,Newcastle United,eng Premier League,23-182,17,1328,14,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Diego Llorente,es ESP,DF,Real Betis,es La Liga,32-270,17,1139,13,27,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,31-103,28,2091,40,13,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30-299,28,2308,24,43,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,24-007,20,1277,28,9,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
David López,es ESP,DF,Girona,es La Liga,36-216,4,203,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
David López,es ESP,DF,Mallorca,es La Liga,23-099,12,702,5,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Javi López,es ESP,DF,Oviedo,es La Liga,24-049,23,1607,23,18,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Marius Louer,fr FRA,DF,Angers,fr Ligue 1,19-063,9,543,16,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lucas,br BRA,"MF,DF",Burnley,eng Premier League,25-050,18,1229,19,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jhon Lucumí,co COL,DF,Bologna,it Serie A,27-321,28,2197,21,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Oier Luengo,es ESP,DF,Oviedo,es La Liga,28-183,3,225,5,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
José Luis Gayà,es ESP,DF,Valencia,es La Liga,30-353,31,2386,43,22,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,23-147,25,2086,12,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kristoffer Lund,us USA,"DF,MF",Köln,de Bundesliga,23-364,32,2186,25,28,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Sebastiano Luperto,it ITA,DF,Cremonese,it Serie A,29-249,13,1127,8,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29-249,19,1706,12,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Iker Luque,es ESP,DF,Atlético Madrid,es La Liga,20-342,1,28,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,22-125,3,198,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,32-203,10,627,10,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,24-064,28,1509,29,16,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Deiver Machado,co COL,"DF,MF",Nantes,fr Ligue 1,32-253,14,907,16,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28-261,1,44,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-305,28,2392,29,32,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,28-145,30,2616,20,22,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,33-069,21,1473,14,11,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,31-188,33,2970,30,32,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,28-257,29,2438,36,33,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-283,19,1088,9,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,26-269,2,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-347,11,516,6,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,26-217,20,471,8,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Gianluca Mancini,it ITA,DF,Roma,it Serie A,30-026,34,2887,26,42,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
